# Tdn_K_96G	Rdn_Ohm_96G	'Rdn/R5k_Ohm_96G'
7.27806	0.411521	0.999419
7.18031	0.41148	0.99932
7.08598	0.41151	0.999393
6.98923	0.411531	0.999445
6.88952	0.41157	0.999539
6.7904	0.41155	0.99949
6.6926	0.411552	0.999495
6.59215	0.411542	0.999471
6.48801	0.411553	0.999496
6.38926	0.41155	0.99949
6.28671	0.411552	0.999496
6.18265	0.411651	0.999735
6.07953	0.41163	0.999684
5.978	0.411645	0.999721
5.87294	0.41164	0.999709
5.76764	0.41165	0.999733
5.66463	0.41167	0.999781
5.5594	0.411718	0.999898
5.45359	0.411682	0.999811
5.34936	0.411754	0.999985
5.24221	0.411775	1.00004
5.13591	0.411743	0.99996
5.03113	0.411759	0.999996
4.92488	0.41177	1.00002
4.81921	0.41176	1
4.71406	0.411749	0.999974
4.60821	0.41178	1.00005
4.50603	0.4118	1.0001
4.40198	0.41177	1.00002
4.29753	0.41177	1.00002
4.19723	0.41175	0.999976
4.09717	0.41174	0.999951
3.99592	0.41174	0.999951
3.89877	0.41176	1
3.80277	0.41178	1.00005
3.70755	0.41176	1
3.61502	0.41173	0.999927
3.52358	0.41175	0.999976
3.43389	0.411728	0.999922
3.34677	0.41174	0.999951
3.26007	0.41171	0.999879
3.17685	0.4117	0.999854
3.09477	0.411743	0.99996
3.01562	0.4117	0.999854
2.93956	0.411718	0.999897
2.86395	0.4117	0.999854
2.79124	0.41169	0.99983
2.72153	0.41171	0.999879
2.65271	0.4117	0.999854
2.5888	0.41168	0.999806
2.52543	0.41168	0.999806
2.46463	0.41167	0.999781
2.40655	0.41166	0.999757
2.35053	0.41164	0.999709
2.29722	0.41165	0.999733
2.24492	0.41167	0.999781
2.19507	0.41162	0.99966
2.14888	0.4116	0.999611
2.10323	0.41162	0.99966
2.06153	0.41163	0.999684
2.0213	0.4116	0.999611
1.98157	0.41161	0.999636
1.94562	0.41161	0.999636
1.91128	0.4116	0.999611
1.87787	0.4116	0.999611
1.84566	0.41158	0.999563
1.81732	0.41158	0.999563
1.78882	0.41156	0.999514
1.7616	0.41157	0.999539
1.73507	0.41155	0.99949
1.7115	0.41153	0.999441
1.68939	0.41156	0.999514
1.66774	0.41156	0.999514
1.64684	0.41157	0.999539
1.62521	0.41148	0.99932
1.60496	0.41149	0.999344
1.58445	0.4115	0.999369
1.56362	0.41152	0.999417
1.54236	0.41153	0.999441
1.52577	0.41148	0.99932
1.50696	0.41148	0.99932
